County,State,NUM_LICENSED_BEDS,NUM_STAFFED_BEDS,NUM_ICU_BEDS,BED_UTILIZATION
Hartford,Connecticut,187,187,90,0.65727055
Hartford,Connecticut,474,474,42,0.63813341
Litchfield,Connecticut,66,66,11,0.18750519
Litchfield,Connecticut,91,91,10,0.60740632
Middlesex,Connecticut,187,187,24,0.62420338
New Haven,Connecticut,106,106,10,0.2552056
New Haven,Connecticut,151,151,16,0.65513927
New Haven,Connecticut,144,144,25,0.70828903
New Haven,Connecticut,581,581,88,0.81244361
New Haven,Connecticut,10,10,1,0.4969863
New Haven,Connecticut,30,30,5,0.19123287
New Haven,Connecticut,101,101,14,0.65834802
New Haven,Connecticut,213,213,20,0.52520418
New London,Connecticut,236,236,10,0.65215927
New London,Connecticut,165,165,12,0.70490658
Tolland,Connecticut,102,102,9,0.41136181
Tolland,Connecticut,50,50,7,0.37172604
Windham,Connecticut,104,104,6,0.36246049
Windham,Connecticut,40,40,8,0.67431509
Kent,Delaware,266,281,29,0.68772
New Castle,Delaware,906,906,73,0.70865381
New Castle,Delaware,395,180,20,0.32628614
Sussex,Delaware,139,94,9,0.5343923
Sussex,Delaware,210,195,34,0.63560224
District of Columbia,District of Columbia,395,329,56,0.91800427
District of Columbia,District of Columbia,482,200,36,0.56027561
District of Columbia,District of Columbia,609,393,57,0.84440726
District of Columbia,District of Columbia,342,189,14,0.58766401
District of Columbia,District of Columbia,210,157,16,0.51227641
District of Columbia,District of Columbia,912,701,92,0.82585347
District of Columbia,District of Columbia,323,323,73,0.83397937
Alachua,Florida,1014,742,170,0.83284467
Alachua,Florida,432,381,41,0.81459749
Bay,Florida,223,222,20,0.69546896
Bay,Florida,323,293,57,0.5559867
Brevard,Florida,119,113,12,0.267984
Brevard,Florida,210,210,8,0.33799088
Brevard,Florida,550,514,64,0.74249774
Brevard,Florida,298,274,31,0.40812919
Brevard,Florida,150,150,12,0.4912146
Broward,Florida,264,264,61,0.46946532
Broward,Florida,250,224,32,0.73225296
Broward,Florida,301,301,24,0.28521368
Broward,Florida,283,228,24,0.69317472
Broward,Florida,204,129,10,0.5436551
Broward,Florida,317,245,15,0.33190942
Broward,Florida,409,304,29,0.59140229
Broward,Florida,557,319,44,0.57770944
Broward,Florida,797,553,92,0.58019209
Broward,Florida,716,572,57,0.60778809
Broward,Florida,206,206,48,0.85025018
Broward,Florida,178,178,18,0.45896569
Broward,Florida,250,196,16,0.51249999
Broward,Florida,486,486,32,0.56746536
Charlotte,Florida,208,136,10,0.3502216
Charlotte,Florida,254,254,22,0.51998705
Charlotte,Florida,253,217,19,0.65090585
Citrus,Florida,128,128,16,0.53630137
Citrus,Florida,204,204,24,0.64182109
Clay,Florida,317,273,28,0.78899091
Collier,Florida,105,101,24,0.70586795
Columbia,Florida,99,87,9,0.29321367
Columbia,Florida,91,91,18,0.69607103
DeSoto,Florida,49,49,8,0.17360917
Duval,Florida,454,377,51,0.73634678
Duval,Florida,304,277,54,0.72691476
Duval,Florida,146,135,24,0.54841197
Duval,Florida,603,533,80,0.75903261
Duval,Florida,528,479,37,0.55439126
Duval,Florida,313,260,17,0.35816076
Escambia,Florida,566,561,34,0.5873782
Escambia,Florida,492,266,37,0.74189925
Escambia,Florida,515,356,26,0.64370477
Flagler,Florida,99,99,18,0.90446937
Gadsden,Florida,949,24,4,0.19703196
Hardee,Florida,25,25,4,0.91156167
Hendry,Florida,25,25,3,0.12515068
Hernando,Florida,350,280,24,0.840137
Hernando,Florida,120,120,20,0.4376151
Highlands,Florida,126,110,16,0.30849314
Highlands,Florida,147,180,22,0.66837138
Hillsborough,Florida,1006,898,101,0.81763434
Hillsborough,Florida,147,147,25,0.48946044
Hillsborough,Florida,422,393,54,0.62814784
Hillsborough,Florida,536,506,58,0.61603767
Hillsborough,Florida,183,312,12,0.22716895
Hillsborough,Florida,807,527,106,0.66079766
Hillsborough,Florida,103,103,8,0.51506847
Hillsborough,Florida,201,182,11,0.22490536
Hillsborough,Florida,138,138,12,0.48788962
Hillsborough,Florida,218,206,30,0.80187523
Hillsborough,Florida,415,415,2,
Holmes,Florida,20,20,3,0.45698631
Indian River,Florida,332,310,24,0.4897393
Indian River,Florida,154,121,16,0.46987432
Jackson,Florida,100,66,7,0.52569532
Sumter,Florida,307,277,56,0.58347261
Lake,Florida,332,308,46,0.59330189
Lake,Florida,303,269,47,0.6512298
Lake,Florida,170,140,16,0.87238747
Lee,Florida,88,78,8,0.33196348
Lee,Florida,414,355,75,0.71094799
Lee,Florida,647,356,36,0.76579189
Lee,Florida,291,291,22,0.647771
Leon,Florida,266,266,20,0.67118138
Leon,Florida,772,386,30,0.91878062
Manatee,Florida,383,355,43,0.5793528
Manatee,Florida,295,295,35,0.7164337
Manatee,Florida,120,120,20,0.5319863
Marion,Florida,425,425,44,0.50583816
Marion,Florida,256,200,66,0.87320614
Martin,Florida,244,244,66,0.60830331
Miami-Dade,Florida,672,473,72,0.563034
Miami-Dade,Florida,247,119,14,0.43132818
Miami-Dade,Florida,337,305,58,0.3849425
Miami-Dade,Florida,1493,1622,91,0.60090029
Miami-Dade,Florida,728,705,40,0.72941613
Miami-Dade,Florida,366,362,21,0.36901537
Miami-Dade,Florida,40,524,47,0.57945204
Miami-Dade,Florida,417,394,52,0.73431611
Miami-Dade,Florida,146,111,8,0.63112426
Miami-Dade,Florida,245,245,16,0.32847637
Miami-Dade,Florida,368,368,57,0.58554941
Miami-Dade,Florida,147,147,16,0.56073105
Miami-Dade,Florida,436,436,28,0.44535002
Miami-Dade,Florida,407,351,77,0.7277602
Miami-Dade,Florida,281,281,12,0.23751767
Miami-Dade,Florida,243,243,1,
Miami-Dade,Florida,125,125,8,0.42650265
Miami-Dade,Florida,32,32,6,0.12559931
Monroe,Florida,118,99,9,0.23176976
Monroe,Florida,25,25,4,0.1580274
Monroe,Florida,4,5,1,0.017534247
Nassau,Florida,62,54,9,0.55428714
Okaloosa,Florida,110,110,20,0.50485677
Okaloosa,Florida,237,189,23,0.85844749
Okaloosa,Florida,65,65,8,0.35839832
Okeechobee,Florida,100,100,8,0.47471234
Orange,Florida,898,808,71,0.74880534
Orange,Florida,1364,2753,221,0.63218206
Orange,Florida,216,211,14,0.72792315
Osceola,Florida,404,351,52,0.81106722
Osceola,Florida,84,84,8,0.51852578
Palm Beach,Florida,536,339,52,0.72509676
Palm Beach,Florida,152,152,2,
Palm Beach,Florida,333,333,22,0.37287423
Palm Beach,Florida,460,370,26,0.60432434
Palm Beach,Florida,235,233,16,0.6133455
Palm Beach,Florida,195,194,16,0.52622509
Palm Beach,Florida,204,204,18,0.70795059
Palm Beach,Florida,70,54,6,0.25520042
Palm Beach,Florida,400,370,41,0.6334765
Palm Beach,Florida,199,199,44,0.68636334
Palm Beach,Florida,242,207,17,0.6336841
Palm Beach,Florida,245,168,20,0.38714287
Palm Beach,Florida,401,431,40,0.59276068
Palm Beach,Florida,558,486,72,0.63107806
Pasco,Florida,149,149,14,0.60417396
Pasco,Florida,150,187,22,0.78039706
Pasco,Florida,278,245,34,0.67035842
Pasco,Florida,120,75,12,0.1947259
Pasco,Florida,290,290,20,0.69998109
Pinellas,Florida,311,311,26,0.6409902
Pinellas,Florida,288,221,32,0.58842123
Pinellas,Florida,286,250,22,0.67023945
Pinellas,Florida,215,168,21,0.37517938
Pinellas,Florida,307,167,18,0.42647853
Pinellas,Florida,599,530,38,0.61921108
Pinellas,Florida,393,308,18,0.77524459
Pinellas,Florida,168,136,13,0.41933924
Pinellas,Florida,186,186,3,
Pinellas,Florida,480,343,34,0.52671432
Pinellas,Florida,120,112,20,0.70883071
Polk,Florida,160,93,8,0.51073056
Polk,Florida,447,447,44,0.48371705
Polk,Florida,193,193,15,0.49029863
Polk,Florida,72,72,6,0.43687215
Polk,Florida,864,774,72,0.61336946
Putnam,Florida,99,99,10,0.64975786
St. Johns,Florida,335,335,47,0.46655491
St. Lucie,Florida,392,312,36,0.78049701
St. Lucie,Florida,229,207,18,0.66814905
Santa Rosa,Florida,77,65,8,0.60615385
Santa Rosa,Florida,129,108,8,0.36105478
Santa Rosa,Florida,49,21,4,0.41265494
Sarasota,Florida,839,708,62,0.65665537
Sarasota,Florida,312,229,32,0.41058803
Sarasota,Florida,155,139,16,0.58411354
Sarasota,Florida,100,100,8,0.28545207
Seminole,Florida,221,208,28,0.66369861
Taylor,Florida,48,48,6,0.10981735
Volusia,Florida,179,179,21,0.65366191
Volusia,Florida,362,277,46,0.72194105
Volusia,Florida,164,154,24,0.59371996
Volusia,Florida,109,112,14,0.60354698
Volusia,Florida,563,436,119,0.67198694
Walton,Florida,50,50,6,0.11336986
Walton,Florida,86,62,22,0.58736193
Washington,Florida,59,25,4,0.58597261
Appling,Georgia,49,34,3,0.19911362
Bacon,Georgia,25,25,4,0.51769865
Baldwin,Georgia,140,103,12,0.34903577
Barrow,Georgia,56,56,6,0.20406066
Bartow,Georgia,119,119,21,0.78314722
Ben Hill,Georgia,75,48,5,0.21969178
Berrien,Georgia,63,51,9,0.030889068
Bibb,Georgia,310,179,28,0.81566978
Bibb,Georgia,637,619,77,0.78838164
Bibb,Georgia,103,85,10,0.35252216
Bleckley,Georgia,25,15,3,0.86246574
Brooks,Georgia,25,25,4,0.53797263
Bulloch,Georgia,149,144,24,0.52950263
Burke,Georgia,40,40,7,0.070479453
Butts,Georgia,25,25,4,0.52208221
Camden,Georgia,40,40,5,0.45486301
Candler,Georgia,25,25,6,0.3110137
Carroll,Georgia,181,157,22,0.70492387
Carroll,Georgia,145,40,6,0.78924656
Catoosa,Georgia,179,36,6,0.10768645
Chatham,Georgia,320,212,20,0.65938228
Chatham,Georgia,512,517,20,0.7712121
Chatham,Georgia,294,210,22,0.71849966
Fulton,Georgia,110,110,14,0.80016255
Cherokee,Georgia,126,150,20,0.93992692
Clarke,Georgia,196,165,68,0.63267237
Clarke,Georgia,359,357,24,0.72859061
Clayton,Georgia,331,244,34,0.48502132
Clinch,Georgia,25,15,3,0.46794522
Cobb,Georgia,382,367,34,0.6599828
Cobb,Georgia,633,633,55,0.81950241
Coffee,Georgia,88,86,10,0.52797067
Colquitt,Georgia,99,94,10,0.6412999
Colquitt,Georgia,69,33,6,1
Cook,Georgia,33,33,6,0.088750519
Coweta,Georgia,154,150,18,0.78507763
Crisp,Georgia,73,65,16,0.51747102
Decatur,Georgia,80,80,10,0.19695206
DeKalb,Georgia,451,392,32,0.54868603
DeKalb,Georgia,605,601,114,0.86850226
DeKalb,Georgia,466,466,3,
DeKalb,Georgia,100,90,8,0.56983256
Dodge,Georgia,94,40,6,0.36321917
Dougherty,Georgia,691,405,50,0.65292871
Douglas,Georgia,108,102,8,0.69806606
Early,Georgia,25,25,3,0.3601096
Effingham,Georgia,25,25,4,0.26564384
Elbert,Georgia,25,52,4,0.14330874
Emanuel,Georgia,72,45,8,0.19939117
Evans,Georgia,49,49,9,0.067766286
Fannin,Georgia,50,50,5,0.17747945
Fayette,Georgia,282,221,66,0.81288803
Floyd,Georgia,230,208,16,0.67252558
Floyd,Georgia,284,227,26,0.73171204
Forsyth,Georgia,304,304,24,0.71379977
Franklin,Georgia,56,56,8,0.32064578
Fulton,Georgia,529,529,83,0.65544707
Fulton,Georgia,953,659,193,0.9149521
Fulton,Georgia,410,356,41,0.69264084
Fulton,Georgia,488,488,56,0.75000536
Fulton,Georgia,762,491,63,0.53376669
Fulton,Georgia,621,506,28,0.70988142
Fulton,Georgia,202,169,28,0.46611008
Glynn,Georgia,300,300,12,0.58236527
Gordon,Georgia,69,69,8,0.64264441
Grady,Georgia,60,44,4,0.30386052
Gwinnett,Georgia,353,462,46,0.76636934
Gwinnett,Georgia,281,206,24,0.62806225
Habersham,Georgia,53,53,4,0.30012923
Hall,Georgia,657,542,85,0.81093365
Haralson,Georgia,25,15,3,0.82337898
Henry,Georgia,215,215,33,0.74003267
Houston,Georgia,237,237,32,0.69061905
Houston,Georgia,39,39,4,0.47952232
Irwin,Georgia,34,34,6,0.12046736
Jackson,Georgia,90,28,5,0.12279844
Jasper,Georgia,17,12,2,0.31940639
Jeff Davis,Georgia,35,25,4,0.32679453
Jefferson,Georgia,37,37,6,0.11743799
Lanier,Georgia,25,25,4,0.23978083
Laurens,Georgia,340,340,0,
Laurens,Georgia,190,145,16,0.53613603
Liberty,Georgia,25,25,4,0.29972604
Lowndes,Georgia,330,257,48,0.67733061
McDuffie,Georgia,25,25,4,0.58991778
Macon,Georgia,49,22,4,0.024283934
Meriwether,Georgia,25,25,4,0.49621919
Miller,Georgia,25,25,4,0.84197259
Mitchell,Georgia,25,25,4,0.60712332
Monroe,Georgia,25,25,5,0.45073971
Murray,Georgia,42,29,5,0.14879547
Muscogee,Georgia,583,334,28,0.62875617
Muscogee,Georgia,100,58,5,0.40598431
Muscogee,Georgia,376,312,28,0.54484546
Newton,Georgia,101,94,10,0.4860099
Paulding,Georgia,112,112,8,0.69070452
Peach,Georgia,25,25,4,0.76339728
Pickens,Georgia,52,52,6,0.69910431
Polk,Georgia,25,25,4,0.84536988
Pulaski,Georgia,49,55,6,0.15800747
Greene,Georgia,25,25,4,0.38378081
Randolph,Georgia,25,25,4,0.1620822
Richmond,Georgia,214,214,1,
Richmond,Georgia,354,260,60,0.79165435
Richmond,Georgia,231,574,141,0.6234526
Richmond,Georgia,812,,120,
Richmond,Georgia,632,466,68,0.7018677
Rockdale,Georgia,138,138,16,0.75806856
Seminole,Georgia,65,45,8,0.22989346
Spalding,Georgia,160,160,22,0.57820207
Stephens,Georgia,96,74,6,0.253943
Sumter,Georgia,76,54,9,0.55403346
Thomas,Georgia,264,226,35,0.63576192
Tift,Georgia,241,181,20,0.63762963
Toombs,Georgia,57,52,8,0.76949418
Towns,Georgia,25,25,4,0.32635617
Troup,Georgia,276,276,20,0.2930415
Union,Georgia,45,39,5,0.50165087
Upson,Georgia,115,87,28,0.37228784
Walton,Georgia,77,76,7,0.3311103
Ware,Georgia,231,134,10,0.51870781
Washington,Georgia,56,56,10,0.11780822
Wayne,Georgia,88,88,12,0.37867373
Whitfield,Georgia,282,245,34,0.45776907
Wilkes,Georgia,25,25,4,0.39035615
Worth,Georgia,25,25,4,0.47517809
Hawaii,Hawaii,166,157,11,0.72393334
Hawaii,Hawaii,94,83,9,0.53054959
Hawaii,Hawaii,35,33,4,0.3769199
Honolulu,Hawaii,15,15,3,0.88986301
Honolulu,Hawaii,159,159,19,0.6622383
Honolulu,Hawaii,118,118,8,0.76426744
Honolulu,Hawaii,160,160,8,0.52405822
Honolulu,Hawaii,212,170,12,0.34807414
Honolulu,Hawaii,295,295,25,0.61536103
Honolulu,Hawaii,42,43,6,0.32615483
Honolulu,Hawaii,535,650,58,0.7577495
Kauai,Hawaii,72,72,7,0.59067732
Maui,Hawaii,9,9,2,0.56042618
Maui,Hawaii,15,15,3,0.036894977
Maui,Hawaii,219,219,20,0.69893038
Ada,Idaho,604,559,46,0.57208812
Ada,Idaho,362,348,42,0.61998111
Ada,Idaho,10,9,2,0.31537291
Bannock,Idaho,205,137,20,0.58518147
Blaine,Idaho,25,25,4,0.35495889
Bonner,Idaho,25,25,4,0.40701368
Bonneville,Idaho,289,213,35,0.58675432
Bonneville,Idaho,43,41,7,0.34721017
Canyon,Idaho,106,100,18,0.57120436
Canyon,Idaho,150,112,13,0.32690802
Cassia,Idaho,25,25,6,0.45304111
Kootenai,Idaho,34,34,6,0.19709912
Kootenai,Idaho,330,297,55,0.61794543
Latah,Idaho,25,25,3,0.49205479
Lemhi,Idaho,18,18,3,0.17686453
Madison,Idaho,69,67,4,0.27070129
Nez Perce,Idaho,145,110,9,0.34895205
Twin Falls,Idaho,224,186,30,0.51470256
Adams,Illinois,307,248,25,0.48928413
Bond,Illinois,42,32,6,0.31746575
Bureau,Illinois,69,44,6,0.37627646
Bureau,Illinois,25,25,3,0.25227398
Champaign,Illinois,393,391,26,0.73993623
Champaign,Illinois,210,179,13,0.29151297
Christian,Illinois,25,25,4,0.54564381
Christian,Illinois,22,22,4,0.21444583
Clay,Illinois,20,20,3,0.309863
Clinton,Illinois,70,46,8,0.20908464
Coles,Illinois,149,82,14,0.59609085
Cook,Illinois,485,268,25,0.54202616
Cook,Illinois,145,145,9,0.29214928
Cook,Illinois,158,88,31,0.53287524
Cook,Illinois,256,201,8,0.36004907
Cook,Illinois,298,220,26,0.61523038
Cook,Illinois,384,370,49,0.600348
Cook,Illinois,137,122,8,0.32643163
Cook,Illinois,397,243,74,0.57006478
Cook,Illinois,215,173,12,0.48854226
Cook,Illinois,788,706,123,0.81972986
Cook,Illinois,638,534,33,0.71141368
Cook,Illinois,361,277,19,0.41470933
Cook,Illinois,284,233,20,0.43620437
Cook,Illinois,296,213,20,0.39760756
Cook,Illinois,509,424,60,0.52731323
Cook,Illinois,401,257,36,0.74089867
Cook,Illinois,894,879,106,0.76635361
Cook,Illinois,547,515,86,0.68652391
Cook,Illinois,318,318,35,0.6093564
Cook,Illinois,85,25,4,0.35046574
Cook,Illinois,450,448,66,0.51710492
Cook,Illinois,298,221,20,0.49610117
Cook,Illinois,495,434,42,0.626867
Cook,Illinois,412,203,14,0.54867399
Cook,Illinois,312,216,18,0.54128617
Cook,Illinois,156,156,10,0.39070952
Cook,Illinois,337,227,41,0.70669353
Cook,Illinois,715,576,56,0.76830274
Cook,Illinois,151,109,15,0.40183488
Cook,Illinois,210,130,10,0.36509866
Cook,Illinois,319,236,17,0.52624798
Cook,Illinois,247,125,16,0.47568762
Cook,Illinois,354,354,71,0.63379073
Cook,Illinois,200,200,3,
Cook,Illinois,205,201,24,0.38566074
Cook,Illinois,234,135,21,0.49733114
Cook,Illinois,374,256,17,0.48101455
Cook,Illinois,425,377,24,0.5924567
Cook,Illinois,237,165,14,0.24406807
Cook,Illinois,196,159,27,0.54775566
Cook,Illinois,483,483,3,
Cook,Illinois,215,181,32,0.44866419
Cook,Illinois,236,119,16,0.53251511
Cook,Illinois,177,122,12,0.40617561
Cook,Illinois,134,134,10,0.21255367
Cook,Illinois,805,682,87,0.84587532
Crawford,Illinois,63,25,4,0.35967124
DeKalb,Illinois,25,25,4,0.2209315
DeKalb,Illinois,98,98,12,0.55387199
De Witt,Illinois,25,15,3,0.08127854
DuPage,Illinois,284,243,55,0.76583797
DuPage,Illinois,143,122,10,0.51412529
DuPage,Illinois,392,347,36,0.62892896
DuPage,Illinois,354,298,25,0.80988324
DuPage,Illinois,259,259,35,0.61966383
DuPage,Illinois,261,244,58,0.51719064
Effingham,Illinois,133,133,10,0.28738284
Ford,Illinois,41,25,2,0.37183562
Fulton,Illinois,87,43,5,0.44842306
Greene,Illinois,25,25,4,0.099178083
Grundy,Illinois,89,89,8,0.42241034
Hamilton,Illinois,25,25,4,0.34969863
Hardin,Illinois,25,25,4,0.28405479
Henry,Illinois,25,25,3,0.16230138
Henry,Illinois,61,25,4,0.33139727
Iroquois,Illinois,25,25,5,0.11013699
Jackson,Illinois,154,154,21,0.57949305
Jackson,Illinois,25,25,4,0.49863014
Jefferson,Illinois,47,47,7,0.19539493
Jefferson,Illinois,134,124,15,0.58225805
Jersey,Illinois,65,46,4,0.15211435
Jo Daviess,Illinois,25,18,3,0.26421916
Kane,Illinois,292,188,33,0.36343631
Kane,Illinois,159,144,20,0.55308217
Kane,Illinois,184,144,15,0.48837519
Kane,Illinois,210,192,22,0.50956053
Kane,Illinois,255,255,30,0.57890946
Kankakee,Illinois,182,169,9,0.32946423
Kankakee,Illinois,318,291,18,0.47445276
Knox,Illinois,173,96,12,0.16974886
Knox,Illinois,81,81,6,0.45631659
Lake,Illinois,228,190,23,0.55668348
Lake,Illinois,71,,0,
Lake,Illinois,73,73,24,0.30471009
Lake,Illinois,273,273,17,0.6778664
Lake,Illinois,198,114,12,0.69973564
Lake,Illinois,100,100,1,
Lake,Illinois,176,176,32,0.58851182
LaSalle,Illinois,25,25,4,0.21589041
LaSalle,Illinois,49,49,4,0.37948
LaSalle,Illinois,97,90,5,0.33808219
Lawrence,Illinois,25,25,4,0.21830137
Lee,Illinois,80,66,6,0.32594436
Livingston,Illinois,42,42,5,0.39073712
Logan,Illinois,25,25,4,0.48109588
McDonough,Illinois,60,45,7,0.31056318
McHenry,Illinois,179,296,30,0.6719175
McHenry,Illinois,63,13,3,0.27312961
McLean,Illinois,149,137,24,0.5641436
McLean,Illinois,221,206,30,0.3744514
Macon,Illinois,300,202,22,0.48445681
Macon,Illinois,244,244,13,0.46368295
Macoupin,Illinois,25,25,4,0.14816438
Macoupin,Illinois,25,25,4,0.26904109
Madison,Illinois,25,25,4,0.6449315
Madison,Illinois,154,130,24,0.50830346
Madison,Illinois,338,288,12,0.27268836
Madison,Illinois,203,49,10,0.52166623
Madison,Illinois,209,132,12,0.5001868
Marion,Illinois,124,82,9,0.45917141
Marion,Illinois,25,25,4,0.29249316
Mason,Illinois,25,25,4,0.12942466
